 1.00000000e+02  2.33578492e-01 
 1.00385000e+02  2.64188606e-01 
 1.00770000e+02  2.94798721e-01 
 1.01155000e+02  3.25408835e-01 
 1.01540000e+02  3.56018949e-01 
 1.01925000e+02  3.86629064e-01 
 1.02310000e+02  4.17239178e-01 
 1.02695000e+02  4.47849293e-01 
 1.03080000e+02  4.78459407e-01 
 1.03465000e+02  5.09069521e-01 
 1.03850000e+02  5.39679635e-01 
 1.04235000e+02  5.70289750e-01 
 1.04620000e+02  6.00899864e-01 
 1.05005000e+02  6.31509978e-01 
 1.05390000e+02  6.62120092e-01 
 1.05775000e+02  6.92730206e-01 
 1.06160000e+02  7.23340321e-01 
 1.06545000e+02  7.53950435e-01 
 1.06930000e+02  7.84560549e-01 
 1.07315000e+02  8.15170663e-01 
 1.07700000e+02  8.45780777e-01 
 1.08085000e+02  8.76390891e-01 
 1.08470000e+02  9.07001005e-01 
 1.08855000e+02  9.37611119e-01 
 1.09240000e+02  9.68221233e-01 
 1.09625000e+02  9.98831347e-01 
 1.10010000e+02  1.02944146e+00 
 1.10395000e+02  1.06005157e+00 
 1.10780000e+02  1.09066169e+00 
 1.11165000e+02  1.12127180e+00 
 1.11550000e+02  1.15188192e+00 
 1.11935000e+02  1.18249203e+00 
 1.12320000e+02  1.21310214e+00 
 1.12705000e+02  1.24371226e+00 
 1.13090000e+02  1.27432237e+00 
 1.13475000e+02  1.30493248e+00 
 1.13860000e+02  1.33554260e+00 
 1.14245000e+02  1.36615271e+00 
 1.14630000e+02  1.39676283e+00 
 1.15015000e+02  1.42737294e+00 
 1.15400000e+02  1.45798305e+00 
 1.15785000e+02  1.48859317e+00 
 1.16170000e+02  1.51920328e+00 
 1.16555000e+02  1.54981339e+00 
 1.16940000e+02  1.58042351e+00 
 1.17325000e+02  1.61103362e+00 
 1.17710000e+02  1.64164373e+00 
 1.18095000e+02  1.67225385e+00 
 1.18480000e+02  1.70286396e+00 
 1.18865000e+02  1.73347407e+00 
 1.19250000e+02  1.76408419e+00 
 1.19635000e+02  1.79469430e+00 
 1.20020000e+02  1.82530441e+00 
 1.20405000e+02  1.85591453e+00 
 1.20790000e+02  1.88652464e+00 
 1.21175000e+02  1.91713475e+00 
 1.21560000e+02  1.94774487e+00 
 1.21945000e+02  1.97835498e+00 
 1.22330000e+02  2.00896509e+00 
 1.22715000e+02  2.03957521e+00 
 1.23100000e+02  2.07018532e+00 
 1.23485000e+02  2.10079543e+00 
 1.23870000e+02  2.13140555e+00 
 1.24255000e+02  2.16201566e+00 
 1.24640000e+02  2.19262577e+00 
 1.25025000e+02  2.22323588e+00 
 1.25410000e+02  2.25384600e+00 
 1.25795000e+02  2.28445611e+00 
 1.26180000e+02  2.31506622e+00 
 1.26565000e+02  2.34567634e+00 
 1.26950000e+02  2.37628645e+00 
 1.27335000e+02  2.40689656e+00 
 1.27720000e+02  2.43750667e+00 
 1.28105000e+02  2.46811679e+00 
 1.28490000e+02  2.49872690e+00 
 1.28875000e+02  2.52933701e+00 
 1.29260000e+02  2.55994713e+00 
 1.29645000e+02  2.59055724e+00 
 1.30030000e+02  2.62116735e+00 
 1.30415000e+02  2.65177746e+00 
 1.30800000e+02  2.68238758e+00 
 1.31185000e+02  2.71299769e+00 
 1.31570000e+02  2.74360780e+00 
 1.31955000e+02  2.77421791e+00 
 1.32340000e+02  2.80482803e+00 
 1.32725000e+02  2.83543814e+00 
 1.33110000e+02  2.86604825e+00 
 1.33495000e+02  2.89665836e+00 
 1.33880000e+02  2.92726848e+00 
 1.34265000e+02  2.95787859e+00 
 1.34650000e+02  2.98848870e+00 
 1.35035000e+02  3.01909881e+00 
 1.35420000e+02  3.04970893e+00 
 1.35805000e+02  3.08031904e+00 
 1.36190000e+02  3.11092915e+00 
 1.36575000e+02  3.14153926e+00 
 1.36960000e+02  3.17214937e+00 
 1.37345000e+02  3.20275949e+00 
 1.37730000e+02  3.23336960e+00 
 1.38115000e+02  3.26397971e+00 
 1.38500000e+02  3.29458982e+00 
